Line Number	Verse Reference	Unaccented Words	Suggested Fix	Total Count	Reason	Context Before	Context After	Full Line
32234	ΣΟΦΙΑ ΣΕΙΡΑΧ 7:13	οὐκ εἰς	οὐκ εἰς	3183	consecutive enclitics	αὐτοῦ	ἀγαθόν	\vs{13}Μὴ θέλε ψεύδεσθαι πᾶν ψεῦδος, ὁ γὰρ ἐνδελεχισμὸς αὐτοῦ οὐκ εἰς ἀγαθόν.
32245	ΣΟΦΙΑ ΣΕΙΡΑΧ 7:21	σου ἡ	σου ἡ	5611	consecutive enclitics	ἀγαπάτω	ψυχὴ	\vs{21}Οἰκέτην συνετὸν ἀγαπάτω σου ἡ ψυχὴ, μὴ στερήσῃς αὐτὸν ἐλευθερίας.
32296	ΣΟΦΙΑ ΣΕΙΡΑΧ 9:9	σου ἐπ	σου ἐπ	5611	consecutive enclitics	ψυχή		\vs{9}Μετὰ ὑπάνδρου γυναικὸς μὴ κάθου τὸ σύνολον, καὶ μὴ συμβολοκοπήσῃς μετʼ αὐτῆς ἐν οἴνῳ, μήποτε ἐκκλίνῃ ἡ ψυχή σου ἐπʼ αὐτὴν, καὶ τῷ πνεύματί σου ὀλισθήσῃς εἰς ἀπώλειαν.
32377	ΣΟΦΙΑ ΣΕΙΡΑΧ 11:30	ὡς ὁ	ὡς ὁ	1776	consecutive enclitics	καὶ	κατάσκοπος	\vs{30}Πέρδιξ θηρευτὴς ἐν καρτάλλῳ, οὕτως καρδία ὑπερηφάνου, καὶ ὡς ὁ κατάσκοπος ἐπιβλέπει πτῶσιν.
32381	ΣΟΦΙΑ ΣΕΙΡΑΧ 11:34	σε ἐν	σε ἐν	1148	consecutive enclitics	διαστρέψει	ταραχαῖς	\vs{34}Ἐνοίκισον ἀλλότριον, καὶ διαστρέψει σε ἐν ταραχαῖς, καὶ ἀπαλλοτριώσει σε τῶν ἰδίων σου.
32394	ΣΟΦΙΑ ΣΕΙΡΑΧ 12:10	σου εἰς	σου εἰς	5611	consecutive enclitics	ἐχθρῷ	τὸν	\vs{10}Μὴ πιστεύσῃς τῷ ἐχθρῷ σου εἰς τὸν αἰῶνα· ὡς γὰρ ὁ χαλκὸς ἰοῦται, οὕτως ἡ πονηρία αὐτοῦ.
32395	ΣΟΦΙΑ ΣΕΙΡΑΧ 12:11	οὐκ εἰς	οὐκ εἰς	3183	consecutive enclitics	ὅτι	τέλος	\vs{11}Καὶ ἐὰν ταπεινωθῇ καὶ πορεύηται συγκεκυφὼς, ἐπίστησον τὴν ψυχήν σου καὶ φύλαξαι ἀπʼ αὐτοῦ, καὶ ἔσῃ αὐτῷ ὡς ἐκμεμαχὼς ἔσοπτρον, καὶ γνώσῃ ὅτι οὐκ εἰς τέλος κατίωσε.
32401	ΣΟΦΙΑ ΣΕΙΡΑΧ 12:16	σε εἰς	σε εἰς	1148	consecutive enclitics	ἀνατρέψαι	βόθρον	\vs{16}Καὶ ἐν τοῖς χείλεσιν αὐτοῦ γλυκανεῖ ὁ ἐχθρὸς, καὶ ἐν τῇ καρδία αὐτοῦ βουλεύσεται ἀνατρέψαι σε εἰς βόθρον· ἐν ὀφθαλμοῖς αὐτοῦ δακρύσει ὁ ἐχθρὸς, καὶ ἐὰν εὕρῃ καιρὸν, οὐκ ἐμπλησθήσεται ἀφʼ αἵματος.
32434	ΣΟΦΙΑ ΣΕΙΡΑΧ 13:25	τε εἰς	τε εἰς	271	consecutive enclitics	ἐάν	κακά	\vs{25}Καρδία ἀνθρώπου ἀλλοιοῖ τὸ πρόσωπον αὐτοῦ, ἐὰν εἰς ἀγαθὰ ἐάν τε εἰς κακά.
32511	ΣΟΦΙΑ ΣΕΙΡΑΧ 16:17	μου ἐν	μου ἐν	4317	consecutive enclitics	ψυχή	ἀμετρήτῳ	\vs{17}Μὴ εἴπῃς, ὅτι ἀπὸ Κυρίου κρυβήσομαι, μὴ ἐξ ὕψους τίς μου μνησθήσεται; ἐν λαῷ πλείονι οὐ μὴ μνησθῶ, τίς γὰρ ἡ ψυχή μου ἐν ἀμετρήτῳ κτίσει;
32543	ΣΟΦΙΑ ΣΕΙΡΑΧ 17:19	ὡς ὁ	ὡς ὁ	1776	consecutive enclitics	αὐτῶν	ἥλιος	\vs{19}Ἅπαντα τὰ ἔργα αὐτῶν ὡς ὁ ἥλιος ἐναντίον αὐτοῦ, καὶ οἱ ὀφθαλμοὶ αὐτοῦ ἐνδελεχεῖς ἐπὶ τὰς ὁδοὺς αὐτῶν.
32611	ΣΟΦΙΑ ΣΕΙΡΑΧ 19:7	σοι οὐ	σοι οὐ	1034	consecutive enclitics	οὐθέν	μὴ	\vs{7}Μηδέποτε δευτερώσῃς λόγον, καὶ οὐθέν σοι οὐ μὴ ἐλαττονωθῇ.
32685	ΣΟΦΙΑ ΣΕΙΡΑΧ 21:8	ὡς ὁ	ὡς ὁ	1776	consecutive enclitics	ἀλλοτρίοις	συνάγων	\vs{8}Ὁ οἰκοδομῶν τὴν οἰκίαν αὐτοῦ ἐν χρήμασιν ἀλλοτρίοις, ὡς ὁ συνάγων αὐτοῦ τοὺς λίθους εἰς χειμῶνα.
32694	ΣΟΦΙΑ ΣΕΙΡΑΧ 21:16	ὡς ἐν	ὡς ἐν	1776	consecutive enclitics	μωροῦ	ὁδῷ	\vs{16}Ἐξήγησις μωροῦ ὡς ἐν ὁδῷ φορτίον, ἐπὶ δὲ χείλους συνετοῦ εὑρεθήσεται χάρις.
32742	ΣΟΦΙΑ ΣΕΙΡΑΧ 23:1	με ἐν	με ἐν	1285	consecutive enclitics	ἐγκαταλίπῃς	βουλῇ	Κύριε πάτερ καὶ δέσποτα ζωῆς μου, μὴ ἐγκαταλίπῃς με ἐν βουλῇ αὐτῶν, μὴ ἀφῇς με πεσεῖν ἐν αὐτοῖς.
32744	ΣΟΦΙΑ ΣΕΙΡΑΧ 23:3	μοι ὁ	μοι ὁ	882	consecutive enclitics	ἐπιχαρεῖταί	ἐχθρός	\vs{3}ὅπως μὴ πληθύνωσιν αἱ ἄγνοιαί μου, καὶ αἱ ἁμαρτίαι μου πλεονάσωσιν, καὶ πεσοῦμαι ἔναντι τῶν ὑπεναντίων, καὶ ἐπιχαρεῖταί μοι ὁ ἐχθρός μου.
32784	ΣΟΦΙΑ ΣΕΙΡΑΧ 24:4	μου ἐν	μου ἐν	4317	consecutive enclitics	θρόνος	στύλῳ	\vs{4}Ἐγὼ ἐν ὑψηλοῖς κατεσκήνωσα, καὶ ὁ θρόνος μου ἐν στύλῳ νεφέλης.
32789	ΣΟΦΙΑ ΣΕΙΡΑΧ 24:8	μοι ὁ	μοι ὁ	882	consecutive enclitics	ἐνετείλατό	κτίστης	\vs{8}Τότε ἐνετείλατό μοι ὁ κτίστης ἁπάντων, καὶ ὁ κτίσας με κατέπαυσε τὴν σκηνήν μου, καὶ εἶπεν, ἐν Ἰακὼβ κατασκήνωσον, καὶ ἐν Ἰσραὴλ κατακληρονομήθητι.
32803	ΣΟΦΙΑ ΣΕΙΡΑΧ 24:22	μου οὐκ	μου οὐκ	4317	consecutive enclitics	ὑπακούων	αἰσχυνθήσεται	\vs{22}Ὁ ὑπακούων μου οὐκ αἰσχυνθήσεται, καὶ οἱ ἐργαζόμενοι ἐν ἐμοὶ οὐχ ἁμαρτήσουσι.
32813	ΣΟΦΙΑ ΣΕΙΡΑΧ 24:31	μοι ἡ	μοι ἡ	882	consecutive enclitics	ἐγένετό	διώρυξ	\vs{31}Εἶπα, ποτιῶ μου τὸν κῆπον, καὶ μεθύσω μου τὴν πρασιάν· καὶ ἰδοὺ ἐγένετό μοι ἡ διώρυξ εἰς ποταμὸν, καὶ ὁ ποταμός μου ἐγένετο εἰς θάλασσαν.
32860	ΣΟΦΙΑ ΣΕΙΡΑΧ 26:7	ὡς ὁ	ὡς ὁ	1776	consecutive enclitics	αὐτῆς	δρασσόμενος	\vs{7}Βοοζύγιον σαλευόμενον γυνὴ πονηρὰ, ὁ κρατῶν αὐτῆς ὡς ὁ δρασσόμενος σκορπίου.
32868	ΣΟΦΙΑ ΣΕΙΡΑΧ 26:14	οὐκ ἐστιν	οὐκ ἐστιν	3183	consecutive enclitics	καὶ	ἀντάλλαγμα	\vs{14}Δόσις Κυρίου γυνὴ σιγηρὰ, καὶ οὐκ ἐστιν ἀντάλλαγμα πεπαιδευμένης ψυχῆς.
32956	ΣΟΦΙΑ ΣΕΙΡΑΧ 29:11	σου κατ	σου κατ	5611	consecutive enclitics	θησαυρόν		\vs{11}Θὲς τὸν θησαυρόν σου κατʼ ἐντολὰς ὑψίστου, καὶ λυσιτελήσει σοι μᾶλλον ἢ τὸ χρυσίον.
32957	ΣΟΦΙΑ ΣΕΙΡΑΧ 29:12	σε ἐκ	σε ἐκ	1148	consecutive enclitics	ἐξελεῖταί	πάσης	\vs{12}Σύγκλεισον ἐλεημοσύνην ἐν τοῖς ταμείοις σου, καὶ αὕτη ἐξελεῖταί σε ἐκ πάσης κακώσεως.
32974	ΣΟΦΙΑ ΣΕΙΡΑΧ 29:27	μοι ὁ	μοι ὁ	882	consecutive enclitics	ἐπεξένωταί	ἀδελφὸς	\vs{27}ἔξελθε πάροικε ἀπὸ προσώπου δόξης, ἐπεξένωταί μοι ὁ ἀδελφὸς, χρεία τῆς οἰκίας.
32983	ΣΟΦΙΑ ΣΕΙΡΑΧ 30:4	ὡς οὐκ	ὡς οὐκ	1776	consecutive enclitics	καὶ	ἀπέθανεν	\vs{4}Ἐτελεύτησεν αὐτοῦ ὁ πατὴρ, καὶ ὡς οὐκ ἀπέθανεν, ὅμοιον γὰρ αὐτῷ κατέλιπε μετʼ αὐτόν.
33006	ΣΟΦΙΑ ΣΕΙΡΑΧ 30:20	ἐν ἐν	ἐν ἐν	12667	consecutive enclitics	Βλέπων	ὀφθαλμοῖς	\vs{20}Βλέπων ἐν ἐν ὀφθαλμοῖς καὶ στενάζων, ὥσπερ εὐνοῦχος περιλαμβάνων παρθένον καὶ στενάζων.
33031	ΣΟΦΙΑ ΣΕΙΡΑΧ 30:40	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	ὅτι	ψυχή	\vs{40}Εἰ ἔστι σοι οἰκέτῃς, ἄγε αὐτὸν ὡς σεαυτὸν, ὅτι ὡς ἡ ψυχή σου ἐπιδεήσεις αὐτοῦ· ἐὰν κακώσῃς αὐτὸν, καὶ ἀπάρας ἀποδρᾷ, ἐν ποίᾳ ὁδῷ ζητήσεις αὐτόν;
33054	ΣΟΦΙΑ ΣΕΙΡΑΧ 31:18	οὐκ εἰς	οὐκ εἰς	3183	consecutive enclitics	καὶ	εὐδοκίαν	\vs{18}Θυσιάζων ἐξ ἀδίκου, προσφορὰ μεμωκημένη, καὶ οὐκ εἰς εὐδοκίαν μωκήματα ἀνόμων.
33176	ΣΟΦΙΑ ΣΕΙΡΑΧ 36:2	ὡς ἐν	ὡς ἐν	1776	consecutive enclitics	αὐτῷ	καταιγίδι	\vs{2}Ἀνὴρ σοφὸς οὐ μισήσει νόμον, ὁ δὲ ὑποκρινόμενος ἐν αὐτῷ, ὡς ἐν καταιγίδι πλοῖον.
33210	ΣΟΦΙΑ ΣΕΙΡΑΧ 36:30	οὐκ ἐστι	οὐκ ἐστι	3183	consecutive enclitics	Οὗ	φραγμὸς	\vs{30}Οὗ οὐκ ἐστι φραγμὸς, διαρπαγήσεται κτῆμα, καὶ οὗ οὐκ ἔστι γυνὴ, στενάξει πλανώμενος.
33343	ΣΟΦΙΑ ΣΕΙΡΑΧ 40:6	ὡς ἐν	ὡς ἐν	1776	consecutive enclitics	ὕπνοις	ἡμέρᾳ	\vs{6}Ὀλίγον ὡς οὐδὲν ἐν ἀναπαύσει, καὶ ἀπʼ ἐκείνου ἐν ὕπνοις ὡς ἐν ἡμέρᾳ σκοπιᾶς, τεθορυβημένος ἐν ὁράσει καρδίας αὐτοῦ, ὡς ἐκπεφευγὼς ἀπὸ προσώπου πολέμου.
33417	ΣΟΦΙΑ ΣΕΙΡΑΧ 42:11	σε ἐν	σε ἐν	1148	consecutive enclitics	καταισχύνῇ	πλήθει	\vs{11}Ἐπὶ θυγατρὶ ἀδιατρέπτῳ στερέωσον φυλακὴν, μήποτε ποιήσῃ σε ἐπίχαρμα ἐχθροῖς, λαλιὰν ἐν πόλει, καὶ ἔκκλητον λαοῦ, καὶ καταισχύνῇ σε ἐν πλήθει πολλῶν.
33486	ΣΟΦΙΑ ΣΕΙΡΑΧ 44:9	ὡς οὐχ	ὡς οὐχ	1776	consecutive enclitics	ἀπώλοντο	ὑπάρξαντες	\vs{9}καὶ εἰσὶν ὧν οὐκ ἔστι μνημόσυνον, καὶ ἀπώλοντο ὡς οὐχ ὑπάρξαντες, καὶ ἐγένοντο ὡς οὐ γεγονότες, καὶ τὰ τέκνα αὐτῶν μετʼ αὐτούς.
33486	ΣΟΦΙΑ ΣΕΙΡΑΧ 44:9	ὡς οὐ	ὡς οὐ	1776	consecutive enclitics	ἐγένοντο	γεγονότες	\vs{9}καὶ εἰσὶν ὧν οὐκ ἔστι μνημόσυνον, καὶ ἀπώλοντο ὡς οὐχ ὑπάρξαντες, καὶ ἐγένοντο ὡς οὐ γεγονότες, καὶ τὰ τέκνα αὐτῶν μετʼ αὐτούς.
33570	ΣΟΦΙΑ ΣΕΙΡΑΧ 47:3	ὡς ἐν	ὡς ἐν	1776	consecutive enclitics	ἔπαισεν	ἐρίφοις	\vs{3}Ἐν λέουσιν ἔπαισεν ὡς ἐν ἐρίφοις, καὶ ἐν ἄρκοις ὡς ἐν ἄρνασι προβάτων.
33570	ΣΟΦΙΑ ΣΕΙΡΑΧ 47:3	ὡς ἐν	ὡς ἐν	1776	consecutive enclitics	ἄρκοις	ἄρνασι	\vs{3}Ἐν λέουσιν ἔπαισεν ὡς ἐν ἐρίφοις, καὶ ἐν ἄρκοις ὡς ἐν ἄρνασι προβάτων.
33593	ΣΟΦΙΑ ΣΕΙΡΑΧ 47:22	οὐ μη	οὐ μη	2066	consecutive enclitics	καὶ	διαφθαρῇ	\vs{22}Ὁ δὲ Κύριος οὐ μὴ καταλίπῃ τὸ ἔλεος αὐτοῦ, καὶ οὐ μη διαφθαρῇ ἀπὸ τῶν ἔργων αὐτοῦ· οὐδὲ μὴ ἐξαλείψῃ ἐκλεκτοῦ ἔκγονα, καὶ σπέρμα τοῦ ἀγαπήσαντος αὐτὸν οὐ μὴ ἐξάρῃ· καὶ τῷ Ἰακὼβ ἔδωκε κατάλειμμα, καὶ τῷ Δαυὶδ ἐξ αὐτοῦ ῥίζαν.
33610	ΣΟΦΙΑ ΣΕΙΡΑΧ 48:11	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	καὶ	ἀγαπήσει	\vs{11}Μακάριοι οἱ ἰδόντες σε, καὶ οἱ ἐν ἀγαπήσει κεκοσμημένοι· καὶ γὰρ ἡμεῖς ζωῇ ζησόμεθα.
33621	ΣΟΦΙΑ ΣΕΙΡΑΧ 48:19	ὡς αἱ	ὡς αἱ	1776	consecutive enclitics	ὠδίνησαν	τίκτουσαι	\vs{19}Τότε ἐσαλεύθησαν καρδίαι καὶ χεῖρες αὐτῶν, καὶ ὠδίνησαν ὡς αἱ τίκτουσαι.
33690	ΣΟΦΙΑ ΣΕΙΡΑΧ 51:2	μου ἐξ	μου ἐξ	4317	consecutive enclitics	σῶμά	ἀπωλείας	\vs{2}ὅτι σκεπαστὴς καὶ βοηθὸς ἐγένου μοι, καὶ ἐλυτρώσω τὸ σῶμά μου ἐξ ἀπωλείας, καὶ ἐκ παγίδος διαβολῆς γλώσσης· ἀπὸ χειλέων ἐργαζομένων ψεῦδος, καὶ ἔναντι τῶν παρεστηκότων ἐγένου μοι βοηθὸς,
33701	ΣΟΦΙΑ ΣΕΙΡΑΧ 51:12	με ἐξ	με ἐξ	1285	consecutive enclitics	γάρ	ἀπωλείας	\vs{12}Ἔσωσας γάρ με ἐξ ἀπωλείας, καὶ ἐξείλου με ἐκ καιροῦ πονηροῦ· διὰ τοῦτο ἐξομολογήσομαι καὶ αἰνέσω σοι, καὶ εὐλογήσω τῷ ὀνόματι Κυρίου·
33701	ΣΟΦΙΑ ΣΕΙΡΑΧ 51:12	με ἐκ	με ἐκ	1285	consecutive enclitics	ἐξείλου	καιροῦ	\vs{12}Ἔσωσας γάρ με ἐξ ἀπωλείας, καὶ ἐξείλου με ἐκ καιροῦ πονηροῦ· διὰ τοῦτο ἐξομολογήσομαι καὶ αἰνέσω σοι, καὶ εὐλογήσω τῷ ὀνόματι Κυρίου·
33705	ΣΟΦΙΑ ΣΕΙΡΑΧ 51:15	μου ἐν	μου ἐν	4317	consecutive enclitics	καρδία	αὐτῇ	\vs{15}ἐξ ἄνθους ὡς περκαζούσης σταφυλῆς· εὐφράνθη ἡ καρδία μου ἐν αὐτῇ, ἐπέβη ὁ πούς μου ἐν εὐθύτητι, ἐκ νεότητός μου ἴχνευσα αὐτήν.
33705	ΣΟΦΙΑ ΣΕΙΡΑΧ 51:15	μου ἐν	μου ἐν	4317	consecutive enclitics	πούς	εὐθύτητι	\vs{15}ἐξ ἄνθους ὡς περκαζούσης σταφυλῆς· εὐφράνθη ἡ καρδία μου ἐν αὐτῇ, ἐπέβη ὁ πούς μου ἐν εὐθύτητι, ἐκ νεότητός μου ἴχνευσα αὐτήν.
33707	ΣΟΦΙΑ ΣΕΙΡΑΧ 51:17	μοι ἐν	μοι ἐν	882	consecutive enclitics	ἐγένετό	αὐτῇ	\vs{17}Προκοπὴ ἐγένετό μοι ἐν αὐτῇ· τῷ διδόντι μοι σοφίαν, δώσω δόξαν.
33710	ΣΟΦΙΑ ΣΕΙΡΑΧ 51:19	μου ἐν	μου ἐν	4317	consecutive enclitics	ψυχή	αὐτῇ	\vs{19}Διαμεμάχηται ἡ ψυχή μου ἐν αὐτῇ, καὶ ἐν ποιήσει λιμοῦ διηκριβωσάμην· τὰς χεῖράς μου ἐξεπέτασα πρός ὕψος, καὶ τὰ ἀγνοήματα αὐτῆς ἐπένθησα,
33743	ΒΑΡΟΥΧ 1:11	ὡς αἱ	ὡς αἱ	1776	consecutive enclitics	αὐτῶν	ἡμέραι	\vs{11}καὶ προσεύξασθε περὶ τῆς ζωῆς Ναβουχοδονόσορ βασιλέως Βαβυλῶνος, καὶ εἰς ζωὴν Βαλτάσαρ υἱοῦ αὐτοῦ, ἵνα ὦσιν αἱ ἡμέραι αὐτῶν ὡς αἱ ἡμέραι τοῦ οὐρανοῦ ἐπὶ τῆς γῆς.
33749	ΒΑΡΟΥΧ 1:15	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	προσώπων	ἡμέρα	\vs{15}Καὶ ἐρεῖτε, τῷ Κυρίῳ Θεῷ ἡμῶν ἡ δικαιοσύνη, ἡμῖν δὲ αἰσχύνη τῶν προσώπων, ὡς ἡ ἡμέρα αὕτη, ἀνθρώπῳ Ἰούδα, καὶ τοῖς κατοικοῦσιν Ἱερουσαλὴμ,
33755	ΒΑΡΟΥΧ 1:20	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	μέλι	ἡμέρα	\vs{20}Καὶ ἐκολλήθη εἰς ἡμᾶς τὰ κακὰ, καὶ ἡ ἀρὰ ἣν συνέταξε Κύριος τῷ Μωυσῇ παιδὶ αὐτοῦ, ἐν ἡμέρᾳ ᾗ ἐξήγαγε τοὺς πατέρας ἡμῶν ἐκ γῆς Αἰγύπτου, δοῦναι ἡμῖν γῆν ῥέουσαν γάλα καὶ μέλι, ὡς ἡ ἡμέρα αὐτη.
33767	ΒΑΡΟΥΧ 2:6	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	προσώπων	ἡμέρα	\vs{6}Τῷ Κυρίῳ Θεῷ ἡμῶν ἡ δικαιοσύνη, ἡμῖν δὲ καὶ τοῖς πατράσιν ἡμῶν ἡ αἰσχύνη τῶν προσώπων, ὡς ἡ ἡμέρα αὕτη.
33773	ΒΑΡΟΥΧ 2:11	σου ἐκ	σου ἐκ	5611	consecutive enclitics	λαόν	γῆς	\vs{11}Καὶ νῦν Κύριε ὁ Θεὸς Ἰσραὴλ, ὃς ἐξήγαγες τὸν λαόν σου ἐκ γῆς Αἰγύπτου, ἐν χειρὶ κραταιᾷ, καὶ ἐν σημείοις, καὶ ἐν τέρασι, καὶ ἐν δυνάμει μεγάλῃ, καὶ ἐν βραχίονι ὑψηλῷ, καὶ ἐποίησας σεαυτῷ ὄνομα, ὡς ἡ ἡμέρα αὕτη,
33773	ΒΑΡΟΥΧ 2:11	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	ὄνομα	ἡμέρα	\vs{11}Καὶ νῦν Κύριε ὁ Θεὸς Ἰσραὴλ, ὃς ἐξήγαγες τὸν λαόν σου ἐκ γῆς Αἰγύπτου, ἐν χειρὶ κραταιᾷ, καὶ ἐν σημείοις, καὶ ἐν τέρασι, καὶ ἐν δυνάμει μεγάλῃ, καὶ ἐν βραχίονι ὑψηλῷ, καὶ ἐποίησας σεαυτῷ ὄνομα, ὡς ἡ ἡμέρα αὕτη,
33776	ΒΑΡΟΥΧ 2:13	σου ἀφ	σου ἀφ	5611	consecutive enclitics	θυμός		\vs{13}Ἀποστραφήτω ὁ θυμός σου ἀφʼ ἡμῶν, ὅτι κατελείφθημεν ὀλίγοι ἐν τοῖς ἔθνεσιν οὗ διέσπειρας ἡμᾶς ἐκεῖ.
33783	ΒΑΡΟΥΧ 2:17	οὐχ οἱ	οὐχ οἱ	351	consecutive enclitics	ὅτι	τεθνηκότες	\vs{17}Ἄνοιξον ὀφθαλμούς σου, καὶ ἴδε, ὅτι οὐχ οἱ τεθνηκότες ἐν τῷ ᾅδῃ, ὧν ἐλήφθη τὸ πνεῦμα αὐτῶν ἀπὸ τῶν σπλάγχνων αὐτῶν, δώσουσι δόξαν καὶ δικαίωμα τῷ Κυρίῳ·
33787	ΒΑΡΟΥΧ 2:20	σου εἰς	σου εἰς	5611	consecutive enclitics	ὀργήν	ἡμᾶς	\vs{20}ὅτι ἐνῆκας τὸν θυμόν σου καὶ τὴν ὀργήν σου εἰς ἡμᾶς, καθάπερ ἐλάλησας ἐν χειρὶ τῶν παίδων σου τῶν προφητῶν·
33795	ΒΑΡΟΥΧ 2:26	σου ἐπ	σου ἐπ	5611	consecutive enclitics	ὄνομά		\vs{26}Καὶ ἔθηκας τὸν οἶκον, οὗ ἐπεκλήθη τὸ ὄνομά σου ἐπʼ αὐτῷ, ὡς ἡ ἡμέρα αὕτη, διὰ πονηρίαν οἴκου Ἰσραὴλ καὶ οἴκου Ἰούδα.
33795	ΒΑΡΟΥΧ 2:26	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	αὐτῷ	ἡμέρα	\vs{26}Καὶ ἔθηκας τὸν οἶκον, οὗ ἐπεκλήθη τὸ ὄνομά σου ἐπʼ αὐτῷ, ὡς ἡ ἡμέρα αὕτη, διὰ πονηρίαν οἴκου Ἰσραὴλ καὶ οἴκου Ἰούδα.
33804	ΒΑΡΟΥΧ 2:32	με ἐν	με ἐν	1285	consecutive enclitics	αἰνέσουσί	γῇ	\vs{32}καὶ αἰνέσουσί με ἐν γῇ ἀποικισμοῦ αὐτῶν· καὶ μνησθήσονται τοῦ ὀνόματός μου,
33808	ΒΑΡΟΥΧ 2:35	μοι εἰς	μοι εἰς	882	consecutive enclitics	ἔσονταί	λαόν	\vs{35}Καὶ στήσω αὐτοῖς διαθήκην αἰώνιον, τοῦ εἶναί με αὐτοῖς εἰς Θεὸν, καὶ αὐτοὶ ἔσονταί μοι εἰς λαόν· καὶ οὐ κινήσω ἔτι τὸν λαόν μου Ἰσραὴλ ἀπὸ τῆς γῆς, ἧς ἔδωκα αὐτοῖς.
33816	ΒΑΡΟΥΧ 3:5	σου ἐν	σου ἐν	5611	consecutive enclitics	ὀνόματός	τῷ	\vs{5}Μὴ μνησθῇς ἀδικιῶν πατέρων ἡμῶν, ἀλλὰ μνήσθητι χειρός σου καὶ ὀνόματός σου ἐν τῷ καιρῷ τούτῳ·
33819	ΒΑΡΟΥΧ 3:7	σε ἐν	σε ἐν	1148	consecutive enclitics	αἰνέσομέν	τῇ	\vs{7}Ὅτι διὰ τοῦτο ἔδωκας τὸν φόβον σου ἐπὶ καρδίαν ἡμῶν, καὶ ἐπικαλεῖσθαι τὸ ὄνομά σου· καὶ αἰνέσομέν σε ἐν τῇ ἀποικίᾳ ἡμῶν, ὅτι ἀπεστρέψαμεν ἀπὸ καρδίας ἡμῶν πᾶσαν ἀδικίαν πατέρων ἡμῶν, τῶν ἡμαρτηκότων ἐναντίον σου.
33832	ΒΑΡΟΥΧ 3:16	εἰσιν οἱ	εἰσιν οἱ	80	consecutive enclitics	Ποῦ	ἄρχοντες	\vs{16}Ποῦ εἰσιν οἱ ἄρχοντες τῶν ἐθνῶν, καὶ οἱ κυριεύοντες τῶν θηρίων τῶν ἐπὶ τῆς γῆς,
33833	ΒΑΡΟΥΧ 3:17	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics		τοῖς	\vs{17}οἱ ἐν τοῖς ὀρνέοις τοῦ οὐρανοῦ ἐμπαίζοντες, καὶ τὸ ἀργύριον θησαυρίζοντες, καὶ τὸ χρυσίον ᾧ ἐπεποίθεισαν ἄνθρωποι, καὶ οὐκ ἔστι τέλος τῆς κτήσεως αὐτῶν;
33868	ΒΑΡΟΥΧ 4:6	οὐκ εἰς	οὐκ εἰς	3183	consecutive enclitics	ἔθνεσιν	ἀπώλειαν	\vs{6}Ἐπράθητε τοῖς ἔθνεσιν οὐκ εἰς ἀπώλειαν, διὰ τὸ παροργίσαι ὑμᾶς τὸν Θεόν· παρεδόθητε τοῖς ὑπεναντίοις.
33872	ΒΑΡΟΥΧ 4:9	μοι ὁ	μοι ὁ	882	consecutive enclitics	ἐπήγαγέ	Θεὸς	\vs{9}Εἶδε γὰρ τὴν ἐπελθοῦσαν ὑμῖν ὀργὴν παρὰ τοῦ Θεοῦ, καὶ εἶπεν, ἀκούσατε αἱ πάροικοι Σιὼν, ἐπήγαγέ μοι ὁ Θεὸς πένθος μέγα.
33891	ΒΑΡΟΥΧ 4:23	μοι ὁ	μοι ὁ	882	consecutive enclitics	δέ	Θεὸς	\vs{23}Ἐξέπεμψα γὰρ ὑμᾶς μετὰ κλαυθμοῦ καὶ πένθους, ἀποδώσει δέ μοι ὁ Θεὸς ὑμᾶς μετὰ χαρμοσύνης καὶ εὐφροσύνης εἰς τὸν αἰῶνα.
33894	ΒΑΡΟΥΧ 4:25	σε ὁ	σε ὁ	1148	consecutive enclitics	κατεδίωξέ	ἐχθρὸς	\vs{25}Τέκνα μακροθυμήσατε τὴν παρὰ τοῦ Θεοῦ ἐπελθοῦσαν ὑμῖν ὀργήν, κατεδίωξέ σε ὁ ἐχθρὸς, καὶ ὄψει αὐτοῦ τὴν ἀπώλειαν ἐν τάχει, καὶ ἐπὶ τραχήλους αὐτῶν ἐπιβήσῃ.
33938	ΕΠΙΣΤΟΛΗ ΙΕΡΕΜΙΟΥ 1:7	μου μεθ	μου μεθ	4317	consecutive enclitics	ἄγγελός		\vs{7}Ὁ γὰρ ἄγγελός μου μεθʼ ὑμῶν ἐστιν, αὐτός τε ἐκζητῶν τὰς ψυχὰς ὑμῶν.
33949	ΕΠΙΣΤΟΛΗ ΙΕΡΕΜΙΟΥ 1:16	εἰσιν οὐκ	εἰσιν οὐκ	80	consecutive enclitics	γνώριμοί	ὄντες	\vs{16}Ὅθεν γνώριμοί εἰσιν οὐκ ὄντες θεοί· μὴ οὖν φοβηθῆτε αὐτούς.
